==== tree_model_full: summary() ===
Call:
rpart(formula = recommend_rating ~ ., data = select(df, -response_id, 
    -visit_purpose, -country_of_residence_group), method = "anova", 
    control = rpart.control(cp = 1e-04, xval = 10))
  n= 21551 

              CP nsplit rel error    xerror       xstd
      accomm_staying_with_family_or_friends < 0.5          to the right, agree=0.800, adj=0.438, (0 split)
      treated_spend_capped                  < 875.6955     to the left,  agree=0.756, adj=0.312, (0 split)
      share_cost_eating_out                 < 0.1801948    to the right, agree=0.756, adj=0.312, (0 split)
      no_days_in_nz                         < 8.5          to the right, agree=0.733, adj=0.250, (0 split)
      arrival_season                        splits as  RRLR-, agree=0.711, adj=0.187, (0 split)

Node number 6635: 11 observations
  mean=9.909091, MSE=0.08264463 

Node number 6696: 8 observations
  mean=5.375, MSE=10.23438 

Node number 6697: 49 observations,    complexity param=0.0003640785
  mean=8.265306, MSE=2.235735 
  left son=13394 (25 obs) right son=13395 (24 obs)
  Primary splits:
      age_range                                splits as  LLLLRRRRRRRRRR, improve=0.13854450, (0 missing)
      share_cost_eating_out                    < 0.1805148    to the left,  improve=0.13854450, (0 missing)
      arrival_year                             splits as  LLRR-, improve=0.11114880, (0 missing)
      treated_spend_capped                     < 833.59       to the right, improve=0.10747120, (0 missing)
      travel_party_other_adult_family_relative < 0.5          to the right, improve=0.08996629, (0 missing)
  Surrogate splits:
      share_cost_entertainment  < 0.04480754   to the right, agree=0.776, adj=0.542, (0 split)
      first_nz_trip             splits as  RL-, agree=0.735, adj=0.458, (0 split)
      arrival_location          splits as  LR--R-, agree=0.694, adj=0.375, (0 split)
      itinerary_region_auckland < 0.5          to the right, agree=0.694, adj=0.375, (0 split)
      departure_location        splits as  LR-R-, agree=0.673, adj=0.333, (0 split)

Node number 6698: 13 observations
  mean=8.230769, MSE=2.946746 

Node number 6699: 40 observations,    complexity param=0.0001991944
  mean=9.275, MSE=0.999375 
  left son=13398 (7 obs) right son=13399 (33 obs)
  Primary splits:
      treated_spend_capped     < 1703.12      to the right, improve=0.20772990, (0 missing)
      arrival_year             splits as  RLRR-, improve=0.12898860, (0 missing)
      share_cost_eating_out    < 0.07889714   to the left,  improve=0.11386620, (0 missing)
      share_cost_accomm        < 0.4125244    to the left,  improve=0.10238020, (0 missing)
      share_cost_entertainment < 0.08058608   to the right, improve=0.08365347, (0 missing)
  Surrogate splits:
      accomm_bed_and_breakfast < 0.5          to the right, agree=0.85, adj=0.143, (0 split)

Node number 6702: 197 observations,    complexity param=0.0002667837
  mean=8.989848, MSE=1.563349 
  left son=13404 (73 obs) right son=13405 (124 obs)
  Primary splits:
      transport_app_based_services_such_as_uber_ola_etc < 0.5          to the right, improve=0.03193600, (0 missing)
      itinerary_region_wellington                       < 0.5          to the right, improve=0.02957072, (0 missing)
      share_cost_shopping                               < 0.08760965   to the left,  improve=0.02849836, (0 missing)
      share_cost_dom_travel                             < 0.06187583   to the right, improve=0.02714417, (0 missing)
      activity_jet_boating                              < 0.5          to the right, improve=0.02309008, (0 missing)
  Surrogate splits:
      share_cost_eating_out          < 0.2696884    to the right, agree=0.675, adj=0.123, (0 split)
      treated_spend_capped           < 2564.334     to the left,  agree=0.670, adj=0.110, (0 split)
      share_cost_accomm              < 0.5869056    to the right, agree=0.660, adj=0.082, (0 split)
      activity_other_exhibition_expo < 0.5          to the right, agree=0.645, adj=0.041, (0 split)
      activity_a_play_drama          < 0.5          to the right, agree=0.645, adj=0.041, (0 split)

Node number 6703: 13 observations
  mean=9.923077, MSE=0.07100592 

Node number 6706: 8 observations
  mean=7.75, MSE=4.4375 

Node number 6707: 76 observations,    complexity param=0.0003023624
  mean=9.065789, MSE=1.456198 
  left son=13414 (8 obs) right son=13415 (68 obs)
  Primary splits:
      arrival_location                                    splits as  RLR-R-, improve=0.11455940, (0 missing)
      share_cost_car_rentals                              < 0.308631     to the right, improve=0.08407394, (0 missing)
      share_cost_shopping                                 < 0.09174312   to the right, improve=0.08025205, (0 missing)
      maori_exp_visit_a_maori_marae_a_maori_meeting_place < 0.5          to the left,  improve=0.07694768, (0 missing)
      maori_exp_none_of_these                             < 0.5          to the right, improve=0.07357828, (0 missing)
  Surrogate splits:
      departure_location splits as  RLRR-, agree=0.921, adj=0.25, (0 split)

Node number 6708: 74 observations,    complexity param=0.0002367427
  mean=8.891892, MSE=1.718042 
  left son=13416 (11 obs) right son=13417 (63 obs)
  Primary splits:
      share_cost_eating_out                       < 0.08364572   to the left,  improve=0.09816336, (0 missing)
      share_cost_entertainment                    < 0.08141096   to the left,  improve=0.07464605, (0 missing)
      share_cost_shopping                         < 0.2206076    to the right, improve=0.04837420, (0 missing)
      age_range                                   splits as  RRRLLLLLLLLLLL, improve=0.04804170, (0 missing)
      activity_a_film_location_tour_or_experience < 0.5          to the left,  improve=0.04561950, (0 missing)
  Surrogate splits:
      activity_air_activities_such_as_paragliding_hang_gliding_ballooning_skydiving < 0.5          to the right, agree=0.878, adj=0.182, (0 split)
      share_cost_accomm                                                             < 0.5830709    to the right, agree=0.878, adj=0.182, (0 split)
      share_cost_entertainment                                                      < 0.3777778    to the right, agree=0.878, adj=0.182, (0 split)
      share_cost_dom_flights                                                        < 0.2013889    to the right, agree=0.878, adj=0.182, (0 split)
      activity_other_important_building_or_site                                     < 0.5          to the right, agree=0.865, adj=0.091, (0 split)

Node number 6709: 84 observations,    complexity param=0.0002266812
  mean=9.321429, MSE=1.146684 
  left son=13418 (56 obs) right son=13419 (28 obs)
  Primary splits:
      share_cost_eating_out                   < 0.1262634    to the right, improve=0.06729700, (0 missing)
      share_cost_food_drink                   < 0.05673791   to the right, improve=0.05124809, (0 missing)
      treated_spend_capped                    < 2469.012     to the left,  improve=0.05121748, (0 missing)
      share_cost_car_rentals                  < 0.1532329    to the left,  improve=0.04777492, (0 missing)
      activity_watching_or_playing_some_sport < 0.5          to the left,  improve=0.04226919, (0 missing)
  Surrogate splits:
      share_cost_accomm      < 0.5500735    to the left,  agree=0.774, adj=0.321, (0 split)
      share_cost_food_drink  < 0.1286187    to the left,  agree=0.702, adj=0.107, (0 split)
      share_cost_other       < 0.02034673   to the left,  agree=0.702, adj=0.107, (0 split)
      share_cost_dom_flights < 0.09792255   to the left,  agree=0.702, adj=0.107, (0 split)
      share_cost_car_rentals < 0.232768     to the left,  agree=0.702, adj=0.107, (0 split)

Node number 6730: 11 observations
  mean=8.181818, MSE=1.057851 

Node number 6731: 35 observations,    complexity param=0.0001681516
  mean=9.342857, MSE=0.9681633 
  left son=13462 (17 obs) right son=13463 (18 obs)
  Primary splits:
      transport_drove_themselves < 0.5          to the left,  improve=0.20686880, (0 missing)
      activity_a_national_park   < 0.5          to the left,  improve=0.20547410, (0 missing)
      arrival_season             splits as  RRRL-, improve=0.11416670, (0 missing)
      treated_spend_capped       < 1600         to the right, improve=0.09788413, (0 missing)
      share_cost_entertainment   < 0.1043478    to the left,  improve=0.08666308, (0 missing)
  Surrogate splits:
      arrival_season                          splits as  RRLL-, agree=0.686, adj=0.353, (0 split)
      activity_a_national_park                < 0.5          to the left,  agree=0.686, adj=0.353, (0 split)
      activity_garden_visit_or_flower_show    < 0.5          to the right, agree=0.686, adj=0.353, (0 split)
      travel_party_my_husband_wife_or_partner < 0.5          to the right, agree=0.686, adj=0.353, (0 split)
      age_range                               splits as  RRRRRRRRRLLLLL, agree=0.657, adj=0.294, (0 split)

Node number 6734: 35 observations,    complexity param=0.000226255
  mean=8.857143, MSE=1.55102 
  left son=13468 (22 obs) right son=13469 (13 obs)
  Primary splits:
      arrival_season                       splits as  LRLR-, improve=0.1768495, (0 missing)
      activity_garden_visit_or_flower_show < 0.5          to the right, improve=0.1403509, (0 missing)
      share_cost_dom_travel                < 0.1301587    to the left,  improve=0.1400020, (0 missing)
      arrival_year                         splits as  LRRL-, improve=0.1262119, (0 missing)
      arrival_location                     splits as  LR--L-, improve=0.1184211, (0 missing)
  Surrogate splits:
      share_cost_entertainment                    < 0.1240736    to the left,  agree=0.743, adj=0.308, (0 split)
      share_cost_shopping                         < 0.07340067   to the right, agree=0.743, adj=0.308, (0 split)
      activity_a_film_location_tour_or_experience < 0.5          to the left,  agree=0.714, adj=0.231, (0 split)
      treated_spend_capped                        < 4578.066     to the left,  agree=0.714, adj=0.231, (0 split)
      share_cost_food_drink                       < 0.0315843    to the right, agree=0.714, adj=0.231, (0 split)
